Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2
2024,2,30977,30466,"Chicago, IL","Phoenix, AZ",1444,4464,215.80,WN,0.4132,193.42,WN,0.4132,193.42,-1,,
2024,2,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,4198,182.89,DL,0.3667,210.21,B6,0.2598,143.26,-1,,
2024,2,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,4187,191.44,DL,0.3862,232.65,WN,0.2410,161.82,-1,,
2024,2,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",651,4112,181.59,WN,0.6385,177.15,WN,0.6385,177.15,-1,,
2024,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",859,4064,202.87,AS,0.6124,213.65,WN,0.1114,190.20,-1,,
2024,2,32457,30852,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2457,4036,398.01,UA,0.4989,475.66,WN,0.1583,286.07,-1,,
2024,2,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,4034,202.70,AA,0.4603,232.27,NK,0.1246,100.84,-1,,
2024,2,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,4010,380.96,B6,0.3069,373.16,UA,0.1586,364.69,-1,,
2024,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,3914,350.29,DL,0.5644,442.51,NK,0.1643,152.44,-1,,
2024,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3904,378.14,B6,0.3274,369.44,AS,0.1054,301.25,-1,,
2024,2,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,3902,310.06,AA,0.4100,309.74,AA,0.4100,309.74,-1,,
2024,2,30977,30325,"Chicago, IL","Denver, CO",895,3899,179.77,WN,0.4381,153.56,WN,0.4381,153.56,-1,,
2024,2,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",731,3723,219.52,DL,0.3689,265.71,WN,0.2119,186.21,-1,,
2024,2,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",1491,3710,264.44,UA,0.4604,316.00,F9,0.1271,141.07,-1,,
2024,2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",590,3644,180.21,DL,0.6101,207.95,WN,0.1943,146.05,-1,,
2024,2,30977,31453,"Chicago, IL","Houston, TX",945,3640,197.13,UA,0.4096,243.34,NK,0.1170,97.46,-1,,
2024,2,30693,31703,"Nashville, TN","New York City, NY (Metropolitan Area)",803,3601,205.26,UA,0.2597,234.44,WN,0.2392,165.99,-1,,
2024,2,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",459,3588,179.13,DL,0.3092,207.39,B6,0.1019,147.85,-1,,
2024,2,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",651,3548,180.69,WN,0.4170,163.67,F9,0.1150,100.43,-1,,
2024,2,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3534,223.63,UA,0.4777,249.50,WN,0.4405,209.33,-1,,
2024,2,31703,30559,"New York City, NY (Metropolitan Area)","Seattle, WA",2422,3524,329.18,AS,0.4242,305.06,AS,0.4242,305.06,-1,,
2024,2,30325,30466,"Denver, CO","Phoenix, AZ",602,3516,157.81,WN,0.5772,153.39,F9,0.1171,92.37,-1,,
2024,2,31454,34100,"Orlando, FL","Philadelphia, PA",861,3492,169.74,AA,0.4747,227.51,NK,0.1551,94.08,-1,,
2024,2,31453,30852,"Houston, TX","Washington, DC (Metropolitan Area)",1246,3464,238.68,UA,0.4614,284.91,NK,0.1328,109.89,-1,,
2024,2,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",985,3441,207.17,AA,0.4105,265.47,F9,0.1086,101.86,-1,,
2024,2,31295,31703,"Detroit, MI","New York City, NY (Metropolitan Area)",540,3425,183.84,DL,0.5444,219.23,NK,0.1981,91.39,-1,,
2024,2,31703,33570,"New York City, NY (Metropolitan Area)","San Diego, CA",2481,3412,320.66,UA,0.2998,346.62,AS,0.2228,271.78,-1,,
2024,2,32211,30559,"Las Vegas, NV","Seattle, WA",867,3388,182.58,AS,0.4416,201.90,NK,0.1054,104.51,-1,,
2024,2,30466,30559,"Phoenix, AZ","Seattle, WA",1107,3368,201.39,AS,0.4855,209.10,DL,0.2830,191.64,-1,,
2024,2,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,3366,224.79,AA,0.3671,308.34,NK,0.1596,110.74,-1,,
2024,2,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,3350,268.54,AA,0.4531,315.22,WN,0.2742,236.21,-1,,
2024,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,3217,284.86,DL,0.2883,311.62,AA,0.2146,267.66,-1,,
2024,2,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,3196,219.29,AA,0.4850,293.75,NK,0.2905,100.73,-1,,
2024,2,31714,31703,"Fort Myers, FL","New York City, NY (Metropolitan Area)",1102,3186,206.52,B6,0.3912,187.46,B6,0.3912,187.46,-1,,
2024,2,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,3159,279.92,DL,0.3615,312.99,WN,0.1159,255.81,-1,,
2024,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,3147,238.50,WN,0.4426,219.47,WN,0.4426,219.47,-1,,
2024,2,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",842,2996,202.52,WN,0.4530,194.72,WN,0.4530,194.72,-1,,
2024,2,30325,32211,"Denver, CO","Las Vegas, NV",628,2964,161.00,WN,0.4999,158.78,F9,0.2290,107.36,-1,,
2024,2,30977,33195,"Chicago, IL","Tampa, FL (Metropolitan Area)",1012,2957,185.27,WN,0.3772,176.78,WN,0.3772,176.78,-1,,
2024,2,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",569,2941,177.70,AS,0.4353,195.22,WN,0.3709,157.66,-1,,
2024,2,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,2910,189.56,DL,0.4241,220.05,WN,0.2537,168.60,-1,,
2024,2,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",879,2906,225.78,WN,0.4355,194.89,WN,0.4355,194.89,-1,,
2024,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2892,265.81,DL,0.6570,305.47,NK,0.1018,120.87,-1,,
2024,2,31453,32467,"Houston, TX","Miami, FL (Metropolitan Area)",966,2889,193.16,UA,0.3434,239.26,NK,0.2712,113.19,-1,,
2024,2,30977,34100,"Chicago, IL","Philadelphia, PA",678,2875,191.27,AA,0.4951,206.47,WN,0.1794,168.87,-1,,
2024,2,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",1204,2829,222.00,B6,0.4032,209.52,B6,0.4032,209.52,-1,,
2024,2,31453,32211,"Houston, TX","Las Vegas, NV",1235,2771,207.98,WN,0.4258,204.51,NK,0.1938,101.23,-1,,
2024,2,31703,30852,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",234,2761,221.60,DL,0.3450,218.78,DL,0.3450,218.78,-1,,
2024,2,32211,30852,"Las Vegas, NV","Washington, DC (Metropolitan Area)",2106,2722,316.88,WN,0.3328,324.54,NK,0.1661,144.85,-1,,
2024,2,32467,34100,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,2682,194.18,AA,0.5861,253.08,NK,0.2021,96.99,-1,,
2024,2,33192,33570,"Sacramento, CA","San Diego, CA",480,2662,148.64,WN,0.8303,147.85,WN,0.8303,147.85,-1,,
2024,2,31650,31703,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,2651,248.73,DL,0.5431,293.73,SY,0.1569,122.92,-1,,
2024,2,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,2649,265.81,AA,0.5146,304.85,DL,0.2202,268.03,-1,,
2024,2,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",1797,2601,282.67,WN,0.4034,270.36,NK,0.1156,110.12,-1,,
2024,2,31295,31454,"Detroit, MI","Orlando, FL",957,2587,188.28,DL,0.5646,244.70,NK,0.2874,98.49,-1,,
2024,2,30325,31453,"Denver, CO","Houston, TX",883,2580,205.49,UA,0.4346,254.70,F9,0.1200,98.07,-1,,
2024,2,30977,30559,"Chicago, IL","Seattle, WA",1733,2567,240.31,AS,0.4409,225.42,AS,0.4409,225.42,-1,,
2024,2,33570,30559,"San Diego, CA","Seattle, WA",1050,2559,208.99,AS,0.6174,213.82,DL,0.3205,196.86,-1,,
2024,2,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",349,2557,167.64,DL,0.3639,193.63,WN,0.1853,132.19,-1,,
2024,2,30559,30852,"Seattle, WA","Washington, DC (Metropolitan Area)",2335,2539,342.37,AS,0.5127,358.85,DL,0.1608,325.81,-1,,
2024,2,30325,30559,"Denver, CO","Seattle, WA",1024,2512,185.74,AS,0.3543,191.57,DL,0.1885,174.20,-1,,
2024,2,30397,31454,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,2496,178.61,DL,0.5741,221.36,F9,0.1181,88.92,-1,,
2024,2,30397,34100,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,2494,177.36,DL,0.5317,205.38,F9,0.1560,95.86,-1,,
2024,2,31453,31454,"Houston, TX","Orlando, FL",854,2484,189.12,WN,0.3993,188.57,NK,0.1422,107.39,-1,,
2024,2,30721,30325,"Boston, MA (Metropolitan Area)","Denver, CO",1754,2478,264.61,UA,0.4368,299.90,B6,0.1468,197.53,-1,,
2024,2,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",680,2458,141.23,DL,0.3871,163.53,WN,0.2845,120.51,-1,,
2024,2,31650,30466,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,2456,183.64,DL,0.4913,225.47,SY,0.2570,122.46,-1,,
2024,2,33495,31703,"New Orleans, LA","New York City, NY (Metropolitan Area)",1218,2419,238.20,DL,0.3178,267.67,WN,0.1167,206.25,-1,,
2024,2,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",1670,2393,289.25,AS,0.4641,277.36,AS,0.4641,277.36,-1,,
2024,2,31295,32467,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,2383,202.68,DL,0.6451,239.31,NK,0.2516,107.31,-1,,
2024,2,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,2333,310.58,WN,0.3552,291.46,WN,0.3552,291.46,-1,,
2024,2,30397,32211,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,2326,308.81,DL,0.5036,422.57,NK,0.1506,131.33,-1,,
2024,2,30325,31454,"Denver, CO","Orlando, FL",1546,2298,219.78,UA,0.3874,264.36,F9,0.2236,122.08,-1,,
2024,2,32211,31650,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,2290,171.21,DL,0.4819,222.61,SY,0.3916,116.70,-1,,
2024,2,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",247,2288,166.07,WN,0.5610,147.79,WN,0.5610,147.79,-1,,
2024,2,30693,30852,"Nashville, TN","Washington, DC (Metropolitan Area)",587,2276,202.06,WN,0.5418,204.26,DL,0.1282,198.05,-1,,
2024,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",1504,2259,326.54,WN,0.4288,301.94,WN,0.4288,301.94,-1,,
2024,2,33570,30852,"San Diego, CA","Washington, DC (Metropolitan Area)",2295,2257,311.59,UA,0.4181,332.39,WN,0.2512,315.21,-1,,
2024,2,31650,30852,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",936,2242,229.56,DL,0.5485,270.98,SY,0.1592,106.55,-1,,
2024,2,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,2228,254.52,DL,0.5797,311.26,SY,0.2968,142.91,-1,,
2024,2,30397,30325,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,2228,218.88,DL,0.4869,254.24,WN,0.2618,183.18,-1,,
2024,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,2218,341.39,AA,0.6858,385.96,NK,0.1469,149.42,-1,,
2024,2,31650,31454,"Minneapolis/St. Paul, MN","Orlando, FL",1310,2172,169.85,DL,0.5330,209.57,SY,0.3801,118.95,-1,,
2024,2,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,2171,328.86,UA,0.3149,318.87,B6,0.3051,316.15,-1,,
2024,2,30994,31703,"Charleston, SC","New York City, NY (Metropolitan Area)",677,2158,201.58,DL,0.2895,257.24,NK,0.1335,111.95,-1,,
2024,2,31295,32575,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,2128,311.69,DL,0.5366,424.15,NK,0.3253,124.68,-1,,
2024,2,31453,32457,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,2087,317.35,UA,0.5605,370.38,WN,0.3045,262.62,-1,,
2024,2,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,2077,350.67,DL,0.5590,424.52,F9,0.1335,157.64,-1,,
2024,2,30325,33570,"Denver, CO","San Diego, CA",853,2061,179.31,WN,0.4561,182.88,F9,0.1744,96.85,-1,,
2024,2,32211,32467,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,2054,270.80,AA,0.3751,370.22,NK,0.2737,132.67,-1,,
2024,2,31136,31703,"Jacksonville, FL","New York City, NY (Metropolitan Area)",858,2046,218.14,DL,0.3580,239.38,B6,0.2091,181.60,-1,,
2024,2,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",1271,2034,241.20,B6,0.4228,260.56,NK,0.1125,139.89,-1,,
2024,2,31295,32211,"Detroit, MI","Las Vegas, NV",1749,2032,242.21,DL,0.5645,319.35,NK,0.2983,122.78,-1,,
2024,2,30397,31295,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,2022,192.31,DL,0.6666,235.94,NK,0.2356,95.67,-1,,
2024,2,30423,30977,"Austin, TX","Chicago, IL",977,2004,231.58,WN,0.4670,197.18,WN,0.4670,197.18,-1,,
2024,2,32211,33570,"Las Vegas, NV","San Diego, CA",258,2002,129.90,WN,0.7246,139.58,NK,0.1341,84.70,-1,,
2024,2,30977,31714,"Chicago, IL","Fort Myers, FL",1120,2001,213.94,UA,0.3616,246.80,NK,0.1271,102.39,-1,,
2024,2,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1991,215.73,AA,0.5508,240.50,B6,0.1213,185.87,-1,,
2024,2,31295,30852,"Detroit, MI","Washington, DC (Metropolitan Area)",409,1986,197.88,DL,0.6141,216.36,WN,0.1436,158.31,-1,,
2024,2,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,1981,201.37,AA,0.6090,223.68,B6,0.1776,171.35,-1,,
2024,2,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",631,1971,195.37,WN,0.4831,178.14,WN,0.4831,178.14,-1,,
2024,2,32211,33192,"Las Vegas, NV","Sacramento, CA",397,1970,142.09,WN,0.7453,153.79,NK,0.1987,92.89,-1,,
2024,2,32211,30466,"Las Vegas, NV","Phoenix, AZ",255,1955,158.31,WN,0.6575,163.82,F9,0.1237,77.71,-1,,
2024,2,30466,34057,"Phoenix, AZ","Portland, OR",1028,1952,214.81,AS,0.3861,231.30,WN,0.2937,218.44,-1,,
2024,2,30977,30693,"Chicago, IL","Nashville, TN",409,1952,190.77,WN,0.5721,167.38,WN,0.5721,167.38,-1,,
2024,2,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",1182,1943,242.78,AA,0.4404,290.76,F9,0.1404,122.81,-1,,
2024,2,30977,33570,"Chicago, IL","San Diego, CA",1728,1920,278.98,UA,0.3919,315.65,WN,0.2827,247.20,-1,,
2024,2,32467,30693,"Miami, FL (Metropolitan Area)","Nashville, TN",806,1918,175.67,WN,0.4525,185.58,NK,0.1385,94.31,-1,,
2024,2,30325,32467,"Denver, CO","Miami, FL (Metropolitan Area)",1709,1900,244.21,UA,0.3881,300.49,F9,0.1740,115.20,-1,,
2024,2,31057,30852,"Charlotte, NC","Washington, DC (Metropolitan Area)",361,1892,193.41,AA,0.6341,217.27,WN,0.1939,143.71,-1,,
2024,2,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",599,1853,185.98,DL,0.5201,209.23,WN,0.2806,152.86,-1,,
2024,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",1342,1851,284.83,WN,0.4939,277.48,WN,0.4939,277.48,-1,,
2024,2,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",625,1838,212.23,DL,0.4157,256.87,B6,0.2798,219.11,-1,,
2024,2,30423,30325,"Austin, TX","Denver, CO",775,1836,188.00,WN,0.6000,177.65,WN,0.6000,177.65,-1,,
2024,2,30194,33195,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",929,1834,210.74,AA,0.4601,258.28,NK,0.1045,100.44,-1,,
2024,2,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",1222,1818,235.24,B6,0.6759,224.20,B6,0.6759,224.20,-1,,
2024,2,32211,34057,"Las Vegas, NV","Portland, OR",763,1817,175.67,AS,0.3984,221.93,NK,0.2290,105.50,-1,,
2024,2,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",998,1804,221.66,WN,0.4946,213.78,WN,0.4946,213.78,-1,,
2024,2,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1798,333.52,AS,0.4153,319.30,AS,0.4153,319.30,-1,,
2024,2,31057,30977,"Charlotte, NC","Chicago, IL",599,1793,191.73,AA,0.5384,216.13,WN,0.1709,149.25,-1,,
2024,2,30721,30466,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1792,315.47,AA,0.5066,357.59,B6,0.1437,225.87,-1,,
2024,2,30466,34614,"Phoenix, AZ","Salt Lake City, UT",507,1789,181.41,WN,0.3962,169.70,F9,0.1319,89.71,-1,,
2024,2,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1782,347.98,B6,0.4442,350.49,B6,0.4442,350.49,-1,,
2024,2,32337,31703,"Indianapolis, IN","New York City, NY (Metropolitan Area)",701,1762,210.64,DL,0.3388,219.68,NK,0.1009,105.50,-1,,
2024,2,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",406,1760,186.30,DL,0.6144,219.16,WN,0.2220,154.70,-1,,
2024,2,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",1303,1750,286.09,AA,0.7428,329.92,F9,0.1468,113.93,-1,,
2024,2,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",942,1737,231.04,WN,0.3086,228.64,NK,0.1130,113.55,-1,,
2024,2,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1719,265.60,UA,0.5179,312.83,NK,0.1352,110.89,-1,,
2024,2,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,1707,212.15,DL,0.4019,237.79,SY,0.1362,113.58,-1,,
2024,2,30466,33570,"Phoenix, AZ","San Diego, CA",304,1700,173.77,WN,0.6768,172.98,F9,0.1076,90.88,-1,,
2024,2,31453,30466,"Houston, TX","Phoenix, AZ",1020,1694,208.88,UA,0.4013,231.72,WN,0.3971,203.42,-1,,
2024,2,30529,31454,"Hartford, CT","Orlando, FL",1050,1691,179.21,B6,0.3927,205.30,F9,0.1527,107.18,-1,,
2024,2,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",2588,1680,350.76,B6,0.3695,365.57,AA,0.1056,337.99,-1,,
2024,2,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",519,1675,203.08,DL,0.3361,220.54,AA,0.2894,183.30,-1,,
2024,2,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",326,1669,158.98,B6,0.3557,139.17,B6,0.3557,139.17,-1,,
2024,2,30647,31454,"Cleveland, OH (Metropolitan Area)","Orlando, FL",895,1663,148.42,F9,0.3426,94.11,F9,0.3426,94.11,-1,,
2024,2,31703,34614,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",2022,1654,328.12,DL,0.6491,352.70,UA,0.1584,319.99,-1,,
2024,2,30397,30559,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,1653,334.46,DL,0.5575,375.44,AS,0.3648,285.69,-1,,
2024,2,30325,34614,"Denver, CO","Salt Lake City, UT",391,1645,155.30,DL,0.3722,162.53,WN,0.3356,142.13,-1,,
2024,2,30325,34100,"Denver, CO","Philadelphia, PA",1558,1637,236.67,AA,0.3962,248.65,F9,0.1749,112.92,-1,,
2024,2,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",986,1633,241.63,DL,0.3826,299.11,NK,0.1928,113.75,-1,,
2024,2,30194,34614,"Dallas/Fort Worth, TX","Salt Lake City, UT",999,1625,228.48,DL,0.3696,253.82,WN,0.1916,193.60,-1,,
2024,2,30423,32211,"Austin, TX","Las Vegas, NV",1090,1616,199.47,WN,0.5504,213.48,WN,0.5504,213.48,-1,,
2024,2,32467,34492,"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",700,1607,162.60,AA,0.3743,183.11,NK,0.1044,86.52,-1,,
2024,2,34100,33195,"Philadelphia, PA","Tampa, FL (Metropolitan Area)",920,1604,189.38,AA,0.6235,228.23,F9,0.2898,101.00,-1,,
2024,2,31650,32457,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1593,263.38,DL,0.5694,317.69,SY,0.2732,138.75,-1,,
2024,2,31295,33195,"Detroit, MI","Tampa, FL (Metropolitan Area)",983,1590,183.50,DL,0.6206,227.13,NK,0.2775,96.27,-1,,
2024,2,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",929,1577,237.37,WN,0.3034,209.43,WN,0.3034,209.43,-1,,
2024,2,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,1570,289.82,DL,0.4215,374.64,WN,0.2297,228.20,-1,,
2024,2,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",459,1568,195.44,DL,0.3543,207.03,AA,0.2119,178.79,-1,,
2024,2,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",375,1563,187.39,DL,0.3834,202.09,AA,0.2383,171.04,-1,,
2024,2,31057,30194,"Charlotte, NC","Dallas/Fort Worth, TX",936,1544,258.59,AA,0.7240,296.26,NK,0.1097,104.20,-1,,
2024,2,32337,31454,"Indianapolis, IN","Orlando, FL",829,1539,173.05,WN,0.5821,207.17,NK,0.2291,90.43,-1,,
2024,2,33192,30559,"Sacramento, CA","Seattle, WA",605,1535,176.35,AS,0.4599,187.67,WN,0.3627,156.80,-1,,
2024,2,30693,31454,"Nashville, TN","Orlando, FL",616,1533,190.08,WN,0.6823,214.34,NK,0.2556,97.70,-1,,
2024,2,31057,32575,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,1532,324.94,AA,0.6382,387.26,NK,0.1929,121.92,-1,,
2024,2,30325,33195,"Denver, CO","Tampa, FL (Metropolitan Area)",1506,1525,222.28,WN,0.4312,229.40,F9,0.2490,115.60,-1,,
2024,2,30977,34492,"Chicago, IL","Raleigh/Durham, NC",646,1523,189.84,UA,0.3236,198.89,WN,0.2898,164.23,-1,,
2024,2,31057,32467,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,1520,206.52,AA,0.6528,255.21,NK,0.3178,101.85,-1,,
2024,2,31454,34492,"Orlando, FL","Raleigh/Durham, NC",534,1516,143.49,DL,0.4059,177.18,F9,0.1570,83.03,-1,,
2024,2,31123,30852,"St. Louis, MO","Washington, DC (Metropolitan Area)",738,1511,225.25,WN,0.6670,216.37,WN,0.6670,216.37,-1,,
2024,2,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1509,258.58,DL,0.6084,309.43,SY,0.1730,129.33,-1,,
2024,2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",1670,1503,263.46,DL,0.3573,332.10,NK,0.2179,125.41,-1,,
2024,2,31454,30198,"Orlando, FL","Pittsburgh, PA",834,1484,166.64,WN,0.6034,197.10,NK,0.3225,86.21,-1,,
2024,2,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",626,1476,203.21,DL,0.4604,230.03,AA,0.2277,173.64,-1,,
2024,2,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",632,1468,222.49,DL,0.6492,248.79,B6,0.2582,176.87,-1,,
2024,2,31136,30852,"Jacksonville, FL","Washington, DC (Metropolitan Area)",663,1464,208.67,AA,0.4042,202.07,AA,0.4042,202.07,-1,,
2024,2,32211,34100,"Las Vegas, NV","Philadelphia, PA",2176,1461,294.80,AA,0.5749,378.25,NK,0.1831,136.50,-1,,
2024,2,31295,30466,"Detroit, MI","Phoenix, AZ",1671,1448,278.07,DL,0.5131,348.16,F9,0.1933,126.82,-1,,
2024,2,31703,34057,"New York City, NY (Metropolitan Area)","Portland, OR",2454,1440,312.28,AS,0.3349,297.41,AS,0.3349,297.41,-1,,
2024,2,31650,30559,"Minneapolis/St. Paul, MN","Seattle, WA",1399,1433,213.89,DL,0.4441,257.46,SY,0.2410,128.30,-1,,
2024,2,34100,32457,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1432,367.49,AA,0.6211,385.08,AA,0.6211,385.08,-1,,
2024,2,30325,30693,"Denver, CO","Nashville, TN",1014,1432,210.01,WN,0.5565,215.96,F9,0.1258,105.57,-1,,
2024,2,30194,33495,"Dallas/Fort Worth, TX","New Orleans, LA",447,1422,174.78,WN,0.5491,162.09,WN,0.5491,162.09,-1,,
2024,2,32211,31454,"Las Vegas, NV","Orlando, FL",2039,1421,249.46,WN,0.3187,292.40,NK,0.2223,146.24,-1,,
2024,2,31295,31453,"Detroit, MI","Houston, TX",1092,1408,193.70,DL,0.3663,240.48,NK,0.3333,100.45,-1,,
2024,2,30977,33495,"Chicago, IL","New Orleans, LA",837,1398,203.75,WN,0.4221,192.15,WN,0.4221,192.15,-1,,
2024,2,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",1363,1397,226.01,WN,0.5172,233.74,NK,0.2125,109.66,-1,,
2024,2,31454,32457,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,1389,352.13,UA,0.3689,426.66,WN,0.1992,271.00,-1,,
2024,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",748,1388,209.77,DL,0.3959,234.13,B6,0.1593,183.48,-1,,
2024,2,30852,34027,"Washington, DC (Metropolitan Area)","West Palm Beach/Palm Beach, FL",883,1379,186.48,B6,0.3489,134.43,B6,0.3489,134.43,-1,,
2024,2,31454,30466,"Orlando, FL","Phoenix, AZ",1849,1364,275.07,AA,0.4213,328.09,F9,0.1445,132.32,-1,,
2024,2,30325,34057,"Denver, CO","Portland, OR",991,1363,197.25,UA,0.3545,224.95,AS,0.2163,186.34,-1,,
2024,2,31454,30559,"Orlando, FL","Seattle, WA",2554,1358,337.48,AS,0.4758,335.57,AS,0.4758,335.57,-1,,
