Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2
2024,2,31066,32457,"Columbus, OH","San Francisco, CA (Metropolitan Area)",2120,466,333.64,UA,0.4379,373.00,WN,0.2973,282.00,-1,,
2024,2,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",1225,466,208.10,B6,0.5602,197.42,B6,0.5602,197.42,-1,,
2024,2,30599,31454,"Birmingham, AL","Orlando, FL",479,466,202.65,WN,0.8211,186.93,WN,0.8211,186.93,-1,,
2024,2,30693,34614,"Nashville, TN","Salt Lake City, UT",1404,465,330.84,DL,0.6538,373.06,WN,0.2154,265.65,-1,,
2024,2,30423,32337,"Austin, TX","Indianapolis, IN",919,464,206.89,WN,0.6454,199.84,WN,0.6454,199.84,-1,,
2024,2,30423,30615,"Austin, TX","El Paso, TX",528,462,205.13,WN,0.9125,202.69,WN,0.9125,202.69,-1,,
2024,2,30599,30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",682,462,262.11,AA,0.5270,275.73,WN,0.3130,219.46,-1,,
2024,2,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",430,462,236.39,AA,0.8394,246.77,F9,0.0804,89.69,-1,,
2024,2,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",192,460,160.46,AA,0.4036,208.95,NK,0.1827,96.96,-1,,
2024,2,30693,33495,"Nashville, TN","New Orleans, LA",471,459,223.69,WN,0.9157,219.32,WN,0.9157,219.32,-1,,
2024,2,33105,31714,"Cincinnati, OH","Fort Myers, FL",879,458,172.44,DL,0.5243,225.69,F9,0.4040,97.57,-1,,
2024,2,32211,33851,"Las Vegas, NV","Oklahoma City, OK",986,458,221.81,WN,0.5728,277.82,F9,0.2306,102.76,-1,,
2024,2,33192,34614,"Sacramento, CA","Salt Lake City, UT",532,457,232.30,DL,0.5688,256.73,WN,0.3941,203.19,-1,,
2024,2,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",516,455,272.86,DL,0.7895,293.30,F9,0.0685,96.42,-1,,
2024,2,33570,31123,"San Diego, CA","St. Louis, MO",1557,455,269.17,WN,0.6948,279.67,AA,0.1345,258.23,-1,,
2024,2,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",604,455,209.48,AA,0.5359,247.66,NK,0.1682,88.49,-1,,
2024,2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",1756,452,307.51,WN,0.4928,278.62,WN,0.4928,278.62,-1,,
2024,2,30559,30436,"Seattle, WA","Tucson, AZ",1216,450,229.63,AS,0.6584,229.92,DL,0.2827,223.27,-1,,
2024,2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",1283,450,259.99,AA,0.3574,317.88,G4,0.1722,97.04,-1,,
2024,2,31136,32575,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",2153,449,323.12,AA,0.3123,328.95,MX,0.1294,153.68,-1,,
2024,2,34570,30559,"Reno, NV","Seattle, WA",564,449,206.62,AS,0.9175,208.34,WN,0.0379,163.78,-1,,
2024,2,33044,33195,"Louisville, KY","Tampa, FL (Metropolitan Area)",729,448,180.55,WN,0.5756,199.48,MX,0.1282,93.82,-1,,
2024,2,30397,33192,"Atlanta, GA (Metropolitan Area)","Sacramento, CA",2092,448,395.98,DL,0.6169,461.33,WN,0.2073,303.23,-1,,
2024,2,31136,30693,"Jacksonville, FL","Nashville, TN",483,446,200.58,WN,0.7970,191.01,G4,0.0414,73.92,-1,,
2024,2,30397,30792,"Atlanta, GA (Metropolitan Area)","Buffalo, NY",712,445,244.23,DL,0.6933,281.75,F9,0.1648,106.42,-1,,
2024,2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",1843,444,293.29,NK,0.3519,112.00,NK,0.3519,112.00,-1,,
2024,2,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",1017,444,271.82,AA,0.7819,286.87,WN,0.1183,207.46,-1,,
2024,2,31057,31123,"Charlotte, NC","St. Louis, MO",575,443,222.47,AA,0.7302,232.95,WN,0.2378,186.97,-1,,
2024,2,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",395,443,188.07,B6,0.8660,182.74,B6,0.8660,182.74,-1,,
2024,2,31703,33851,"New York City, NY (Metropolitan Area)","Oklahoma City, OK",1381,443,301.29,AA,0.5612,286.27,AA,0.5612,286.27,-1,,
2024,2,33198,33570,"Kansas City, MO","San Diego, CA",1334,443,252.46,WN,0.6527,264.12,AA,0.1480,230.84,-1,,
2024,2,31603,32457,"Eugene, OR","San Francisco, CA (Metropolitan Area)",471,442,160.22,WN,0.5375,145.50,WN,0.5375,145.50,-1,,
2024,2,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",393,439,217.41,DL,0.7364,238.06,WN,0.1840,179.29,-1,,
2024,2,33316,31454,"Omaha, NE","Orlando, FL",1211,438,259.29,WN,0.7553,243.15,F9,0.0113,139.35,-1,,
2024,2,30693,33192,"Nashville, TN","Sacramento, CA",1917,437,289.41,WN,0.5523,301.79,AA,0.1388,252.70,-1,,
2024,2,31650,33495,"Minneapolis/St. Paul, MN","New Orleans, LA",1039,435,220.77,DL,0.5329,272.10,SY,0.2894,126.80,-1,,
2024,2,31423,30466,"Des Moines, IA","Phoenix, AZ",1150,435,215.03,AA,0.5241,273.77,G4,0.3050,101.63,-1,,
2024,2,31066,30559,"Columbus, OH","Seattle, WA",2016,435,287.35,AS,0.7255,282.13,WN,0.0811,258.19,-1,,
2024,2,30423,33192,"Austin, TX","Sacramento, CA",1481,435,290.70,WN,0.7568,285.97,WN,0.7568,285.97,-1,,
2024,2,30325,30529,"Denver, CO","Hartford, CT",1671,435,301.37,UA,0.6132,326.04,WN,0.2025,265.16,-1,,
2024,2,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",293,431,188.85,WN,0.6988,171.80,WN,0.6988,171.80,-1,,
2024,2,32244,31454,"New Haven, CT","Orlando, FL",1005,431,127.38,XP,1.0000,127.38,XP,1.0000,127.38,-1,,
2024,2,33495,30466,"New Orleans, LA","Phoenix, AZ",1300,431,279.19,WN,0.5059,264.46,WN,0.5059,264.46,-1,,
2024,2,30325,34653,"Denver, CO","Tulsa, OK",541,430,183.51,WN,0.6208,167.18,WN,0.6208,167.18,-1,,
2024,2,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",665,430,225.83,DL,0.5126,267.49,G4,0.2112,86.50,-1,,
2024,2,33214,33570,"San Antonio, TX","San Diego, CA",1129,430,265.77,WN,0.6840,270.41,AA,0.1464,268.57,-1,,
2024,2,30529,34027,"Hartford, CT","West Palm Beach/Palm Beach, FL",1133,429,205.28,B6,0.8121,204.54,AA,0.0701,183.57,-1,,
2024,2,30140,31453,"Albuquerque, NM","Houston, TX",759,429,252.96,WN,0.5595,231.82,WN,0.5595,231.82,-1,,
2024,2,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",1212,428,290.03,AA,0.6615,304.91,WN,0.1419,242.94,-1,,
2024,2,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",833,428,195.87,WN,0.7033,177.71,WN,0.7033,177.71,-1,,
2024,2,32211,31884,"Las Vegas, NV","Spokane, WA",806,428,214.64,WN,0.6428,212.41,WN,0.6428,212.41,-1,,
2024,2,31638,32211,"Fresno, CA","Las Vegas, NV",259,427,136.72,WN,0.6003,163.67,G4,0.3789,88.71,-1,,
2024,2,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",859,426,216.22,AA,0.4179,244.84,G4,0.2240,93.77,-1,,
2024,2,32467,34057,"Miami, FL (Metropolitan Area)","Portland, OR",2700,426,306.60,AA,0.4086,321.26,AS,0.1776,289.42,-1,,
2024,2,30693,30198,"Nashville, TN","Pittsburgh, PA",462,425,194.93,WN,0.7829,195.59,G4,0.0853,83.06,-1,,
2024,2,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2036,425,294.74,DL,0.2935,362.91,MX,0.2276,187.24,-1,,
2024,2,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",626,425,221.48,DL,0.7031,254.28,SY,0.1800,90.24,-1,,
2024,2,30135,34761,"Allentown/Bethlehem/Easton, PA","Sanford, FL",882,425,89.16,G4,1.0000,89.16,G4,1.0000,89.16,-1,,
2024,2,34492,33570,"Raleigh/Durham, NC","San Diego, CA",2193,424,295.77,AA,0.2681,332.89,MX,0.1499,150.98,-1,,
2024,2,31057,34614,"Charlotte, NC","Salt Lake City, UT",1727,424,318.54,DL,0.4914,334.97,AA,0.3858,329.61,-1,,
2024,2,30325,34570,"Denver, CO","Reno, NV",804,423,242.20,WN,0.4952,231.32,WN,0.4952,231.32,-1,,
2024,2,30189,30466,"Colorado Springs, CO","Phoenix, AZ",551,422,173.27,WN,0.9498,168.90,WN,0.9498,168.90,-1,,
2024,2,30423,31057,"Austin, TX","Charlotte, NC",1032,421,330.82,AA,0.8188,343.99,WN,0.0810,266.05,-1,,
2024,2,31295,31123,"Detroit, MI","St. Louis, MO",440,421,226.37,DL,0.6595,247.45,WN,0.3196,180.49,-1,,
2024,2,30977,33044,"Chicago, IL","Louisville, KY",286,420,198.37,WN,0.3701,163.48,WN,0.3701,163.48,-1,,
2024,2,30325,33728,"Denver, CO","Pensacola, FL",1179,419,194.43,F9,0.3952,116.43,F9,0.3952,116.43,-1,,
2024,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2371,419,334.33,AA,0.3455,360.43,MX,0.1183,160.14,-1,,
2024,2,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",902,418,295.10,DL,0.7216,312.53,AA,0.1894,253.64,-1,,
2024,2,30713,33570,"Boise, ID","San Diego, CA",749,418,205.83,AS,0.4941,234.38,DL,0.1235,169.27,-1,,
2024,2,30693,34057,"Nashville, TN","Portland, OR",1973,417,287.66,AS,0.5690,287.52,AS,0.5690,287.52,-1,,
2024,2,30713,33192,"Boise, ID","Sacramento, CA",437,415,173.91,WN,0.7532,170.44,WN,0.7532,170.44,-1,,
2024,2,33198,34100,"Kansas City, MO","Philadelphia, PA",1038,413,262.03,AA,0.6919,261.23,AA,0.6919,261.23,-1,,
2024,2,32337,33570,"Indianapolis, IN","San Diego, CA",1782,412,259.18,WN,0.3098,287.60,AA,0.2956,224.75,-1,,
2024,2,30325,31423,"Denver, CO","Des Moines, IA",589,412,180.49,UA,0.5427,210.88,F9,0.1100,87.30,-1,,
2024,2,31703,35096,"New York City, NY (Metropolitan Area)","Syracuse, NY",222,412,162.42,DL,0.5479,177.81,B6,0.2163,116.17,-1,,
2024,2,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,411,322.73,DL,0.6643,325.78,AA,0.3317,317.61,-1,,
2024,2,31714,30198,"Fort Myers, FL","Pittsburgh, PA",966,411,211.16,WN,0.7036,224.76,AA,0.1085,196.19,-1,,
2024,2,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",319,411,210.51,WN,0.6848,191.12,WN,0.6848,191.12,-1,,
2024,2,31295,31135,"Detroit, MI","Myrtle Beach, SC",636,410,145.96,NK,0.4533,88.08,NK,0.4533,88.08,-1,,
2024,2,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",925,409,267.71,AA,0.6205,278.35,WN,0.2944,227.35,-1,,
2024,2,30198,30559,"Pittsburgh, PA","Seattle, WA",2125,409,298.96,AS,0.7386,296.48,WN,0.0543,280.99,-1,,
2024,2,31066,31714,"Columbus, OH","Fort Myers, FL",930,408,219.22,WN,0.7578,225.82,NK,0.0108,108.47,-1,,
2024,2,31650,33214,"Minneapolis/St. Paul, MN","San Antonio, TX",1097,408,232.12,DL,0.6594,257.18,SY,0.1613,112.26,-1,,
2024,2,30194,31504,"Dallas/Fort Worth, TX","Valparaiso, FL",641,408,250.80,AA,0.7206,256.13,WN,0.2533,229.91,-1,,
2024,2,30994,32575,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",2206,405,351.79,AA,0.3394,389.04,MX,0.1196,156.92,-1,,
2024,2,30792,30977,"Buffalo, NY","Chicago, IL",474,404,211.10,UA,0.3953,219.60,WN,0.3423,183.87,-1,,
2024,2,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",325,403,229.79,AA,0.4294,246.35,WN,0.4174,207.95,-1,,
2024,2,30647,30559,"Cleveland, OH (Metropolitan Area)","Seattle, WA",2055,403,302.15,AS,0.7136,293.07,F9,0.0232,169.73,-1,,
2024,2,33495,34492,"New Orleans, LA","Raleigh/Durham, NC",779,401,176.03,AA,0.2880,191.79,MX,0.2708,116.98,-1,,
2024,2,30140,30559,"Albuquerque, NM","Seattle, WA",1180,399,253.12,AS,0.6344,264.14,WN,0.1744,237.51,-1,,
2024,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",2305,399,318.85,AA,0.2982,357.99,MX,0.2302,177.45,-1,,
2024,2,30397,33851,"Atlanta, GA (Metropolitan Area)","Oklahoma City, OK",761,396,267.57,DL,0.6964,290.12,WN,0.2437,202.74,-1,,
2024,2,31504,30852,"Valparaiso, FL","Washington, DC (Metropolitan Area)",819,396,242.51,AA,0.4264,252.80,WN,0.4069,216.25,-1,,
2024,2,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",657,395,264.22,DL,0.7802,286.41,SY,0.0731,70.40,-1,,
2024,2,31986,33195,"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",1044,395,148.96,G4,0.6146,100.01,G4,0.6146,100.01,-1,,
2024,2,34100,34614,"Philadelphia, PA","Salt Lake City, UT",1927,395,359.07,DL,0.6514,398.96,AA,0.1681,338.12,-1,,
2024,2,33342,33195,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",1075,394,233.81,WN,0.7589,225.67,WN,0.7589,225.67,-1,,
2024,2,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",2330,394,300.67,AA,0.3887,304.75,MX,0.1684,165.18,-1,,
2024,2,30397,33316,"Atlanta, GA (Metropolitan Area)","Omaha, NE",821,392,270.68,DL,0.6569,302.96,WN,0.3000,200.07,-1,,
2024,2,33342,30559,"Milwaukee, WI","Seattle, WA",1694,392,260.46,AS,0.7876,253.58,AS,0.7876,253.58,-1,,
2024,2,31136,32211,"Jacksonville, FL","Las Vegas, NV",1965,392,280.74,AA,0.2832,315.49,MX,0.1323,134.41,-1,,
2024,2,30397,33044,"Atlanta, GA (Metropolitan Area)","Louisville, KY",321,392,227.90,DL,0.8414,238.04,WN,0.1403,164.39,-1,,
2024,2,32211,34524,"Las Vegas, NV","Richmond, VA",2086,391,237.03,NK,0.2411,113.90,NK,0.2411,113.90,-1,,
2024,2,33728,30852,"Pensacola, FL","Washington, DC (Metropolitan Area)",846,391,269.19,AA,0.6579,269.95,WN,0.1117,228.17,-1,,
2024,2,31453,31136,"Houston, TX","Jacksonville, FL",817,390,265.78,UA,0.6436,267.44,WN,0.2438,228.01,-1,,
2024,2,30647,30693,"Cleveland, OH (Metropolitan Area)","Nashville, TN",448,390,210.66,WN,0.7068,208.78,WN,0.7068,208.78,-1,,
2024,2,34057,30559,"Portland, OR","Seattle, WA",129,390,199.43,AS,0.7980,202.79,DL,0.2017,186.30,-1,,
2024,2,30792,32211,"Buffalo, NY","Las Vegas, NV",1986,389,290.69,WN,0.6310,310.31,AA,0.1220,244.95,-1,,
2024,2,30529,32211,"Hartford, CT","Las Vegas, NV",2297,389,284.35,MX,0.3099,189.98,MX,0.3099,189.98,-1,,
2024,2,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",596,388,241.72,DL,0.7854,276.20,SY,0.1401,79.29,-1,,
2024,2,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",210,387,216.96,AA,0.5412,223.69,WN,0.2516,200.28,-1,,
2024,2,31454,35356,"Orlando, FL","Trenton, NJ",896,386,96.54,F9,1.0000,96.54,F9,1.0000,96.54,-1,,
2024,2,31454,34321,"Orlando, FL","Portland, ME",1214,385,186.05,F9,0.3820,113.65,F9,0.3820,113.65,-1,,
2024,2,30615,33214,"El Paso, TX","San Antonio, TX",496,384,203.85,WN,0.9250,199.46,WN,0.9250,199.46,-1,,
2024,2,34570,33570,"Reno, NV","San Diego, CA",488,383,228.49,WN,0.8722,233.69,NK,0.0497,103.98,-1,,
2024,2,31057,30529,"Charlotte, NC","Hartford, CT",644,382,296.64,AA,0.8938,301.76,WN,0.0414,212.63,-1,,
2024,2,32457,30436,"San Francisco, CA (Metropolitan Area)","Tucson, AZ",751,382,251.38,UA,0.4600,282.68,WN,0.3503,213.16,-1,,
2024,2,31986,31454,"Grand Rapids, MI","Orlando, FL",1024,382,190.48,F9,0.3124,95.27,F9,0.3124,95.27,-1,,
2024,2,30257,30977,"Albany, NY","Chicago, IL",723,381,244.08,UA,0.5216,250.85,WN,0.2592,209.61,-1,,
2024,2,33851,30466,"Oklahoma City, OK","Phoenix, AZ",833,381,251.01,WN,0.6024,236.40,WN,0.6024,236.40,-1,,
2024,2,34614,33195,"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",1888,380,302.79,DL,0.5636,350.30,WN,0.1964,240.98,-1,,
2024,2,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",819,379,311.27,UA,0.4640,257.73,UA,0.4640,257.73,-1,,
2024,2,30977,33851,"Chicago, IL","Oklahoma City, OK",693,378,233.12,WN,0.3592,195.06,WN,0.3592,195.06,-1,,
2024,2,30194,34524,"Dallas/Fort Worth, TX","Richmond, VA",1158,378,338.92,AA,0.7879,352.06,NK,0.0276,121.81,-1,,
2024,2,30325,33244,"Denver, CO","Memphis, TN",872,376,202.80,UA,0.5012,223.26,F9,0.1105,93.30,-1,,
2024,2,33851,31454,"Oklahoma City, OK","Orlando, FL",1069,374,248.93,WN,0.7388,233.61,WN,0.7388,233.61,-1,,
2024,2,30693,31481,"Nashville, TN","Panama City, FL",401,374,203.53,WN,0.9700,202.16,WN,0.9700,202.16,-1,,
2024,2,31295,34614,"Detroit, MI","Salt Lake City, UT",1481,374,395.19,DL,0.8119,437.90,F9,0.0582,125.66,-1,,
2024,2,30994,30325,"Charleston, SC","Denver, CO",1449,373,290.69,WN,0.4105,251.57,WN,0.4105,251.57,-1,,
2024,2,30189,32211,"Colorado Springs, CO","Las Vegas, NV",604,373,165.94,WN,0.9149,159.89,WN,0.9149,159.89,-1,,
2024,2,30599,31453,"Birmingham, AL","Houston, TX",570,373,231.35,UA,0.5183,247.11,WN,0.4086,196.24,-1,,
2024,2,30194,31986,"Dallas/Fort Worth, TX","Grand Rapids, MI",931,373,252.32,AA,0.7506,260.15,F9,0.0548,83.24,-1,,
2024,2,30140,30977,"Albuquerque, NM","Chicago, IL",1121,372,272.19,WN,0.4480,256.75,WN,0.4480,256.75,-1,,
2024,2,30977,30436,"Chicago, IL","Tucson, AZ",1440,370,301.73,AA,0.5760,304.17,WN,0.2697,251.76,-1,,
2024,2,31871,30852,"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",426,369,225.68,AA,0.4876,255.83,WN,0.4239,176.26,-1,,
2024,2,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",731,367,152.15,MX,0.5440,104.32,MX,0.5440,104.32,-1,,
2024,2,30693,33214,"Nashville, TN","San Antonio, TX",822,367,255.24,WN,0.7233,269.35,AA,0.1591,204.11,-1,,
2024,2,34100,34685,"Philadelphia, PA","Savannah, GA",629,367,219.64,AA,0.7718,241.70,F9,0.1731,109.60,-1,,
2024,2,30849,32575,"Bozeman, MT","Los Angeles, CA (Metropolitan Area)",908,366,228.56,UA,0.5132,228.65,WN,0.1590,214.56,-1,,
2024,2,30325,31884,"Denver, CO","Spokane, WA",836,366,240.43,UA,0.5245,241.00,WN,0.3663,222.63,-1,,
2024,2,31057,32337,"Charlotte, NC","Indianapolis, IN",427,366,283.29,AA,0.8941,283.21,WN,0.0249,207.29,-1,,
2024,2,31423,32211,"Des Moines, IA","Las Vegas, NV",1216,366,187.24,WN,0.4127,229.49,G4,0.4094,110.97,-1,,
2024,2,31066,34100,"Columbus, OH","Philadelphia, PA",406,365,247.68,AA,0.9305,254.73,F9,0.0325,69.87,-1,,
2024,2,31714,31123,"Fort Myers, FL","St. Louis, MO",979,365,245.78,WN,0.8925,239.24,WN,0.8925,239.24,-1,,
2024,2,32211,33044,"Las Vegas, NV","Louisville, KY",1624,364,242.32,WN,0.4748,300.06,NK,0.2976,91.83,-1,,
2024,2,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",677,364,130.77,G4,0.8164,90.41,G4,0.8164,90.41,-1,,
2024,2,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",726,364,170.20,MX,0.4937,113.65,MX,0.4937,113.65,-1,,
2024,2,30397,34986,"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",444,363,220.26,DL,0.8487,231.85,WN,0.1359,146.96,-1,,
2024,2,31295,33198,"Detroit, MI","Kansas City, MO",629,363,338.10,DL,0.8253,354.81,WN,0.1251,243.81,-1,,
2024,2,30529,31650,"Hartford, CT","Minneapolis/St. Paul, MN",1050,362,261.18,DL,0.7897,286.91,SY,0.1465,101.70,-1,,
2024,2,30792,31057,"Buffalo, NY","Charlotte, NC",546,362,192.83,AA,0.8027,204.93,F9,0.0979,78.02,-1,,
2024,2,31057,33198,"Charlotte, NC","Kansas City, MO",808,361,264.88,AA,0.8057,269.32,WN,0.1119,228.08,-1,,
2024,2,33316,30559,"Omaha, NE","Seattle, WA",1368,360,267.20,AS,0.7511,264.74,WN,0.0805,260.21,-1,,
2024,2,30977,33728,"Chicago, IL","Pensacola, FL",794,359,220.87,UA,0.4373,239.95,WN,0.3278,188.37,-1,,
2024,2,30666,32211,"Bellingham, WA","Las Vegas, NV",954,358,113.23,G4,0.6620,92.30,G4,0.6620,92.30,-1,,
2024,2,30599,30977,"Birmingham, AL","Chicago, IL",584,358,247.74,WN,0.4450,194.27,WN,0.4450,194.27,-1,,
2024,2,34004,30466,"Everett, WA","Phoenix, AZ",1133,358,216.34,AS,0.9880,216.91,AS,0.9880,216.91,-1,,
2024,2,30325,30615,"Denver, CO","El Paso, TX",563,357,172.74,WN,0.6018,173.67,F9,0.2226,106.30,-1,,
2024,2,30529,30466,"Hartford, CT","Phoenix, AZ",2213,355,286.06,AA,0.3004,325.37,MX,0.2205,196.12,-1,,
2024,2,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",751,355,198.67,XP,0.3451,102.81,XP,0.3451,102.81,-1,,
2024,2,30325,33485,"Denver, CO","Madison, WI",826,352,204.56,UA,0.6965,235.35,F9,0.2488,103.45,-1,,
2024,2,35412,32467,"Knoxville, TN","Miami, FL (Metropolitan Area)",724,352,168.92,G4,0.6682,95.76,G4,0.6682,95.76,-1,,
2024,2,33198,34614,"Kansas City, MO","Salt Lake City, UT",920,350,273.87,DL,0.6940,292.28,WN,0.1726,259.27,-1,,
2024,2,30615,30466,"El Paso, TX","Phoenix, AZ",347,349,182.68,WN,0.7353,171.75,WN,0.7353,171.75,-1,,
2024,2,34614,31123,"Salt Lake City, UT","St. Louis, MO",1156,348,299.36,DL,0.6444,328.93,WN,0.2054,274.54,-1,,
2024,2,34492,34614,"Raleigh/Durham, NC","Salt Lake City, UT",1823,348,358.29,DL,0.5970,413.00,WN,0.1549,281.05,-1,,
2024,2,35096,33195,"Syracuse, NY","Tampa, FL (Metropolitan Area)",1111,347,164.87,G4,0.2752,122.80,G4,0.2752,122.80,-1,,
2024,2,34492,31123,"Raleigh/Durham, NC","St. Louis, MO",667,347,223.66,WN,0.6817,224.37,AA,0.1996,198.31,-1,,
2024,2,34057,31884,"Portland, OR","Spokane, WA",279,347,187.01,AS,0.9750,186.43,AS,0.9750,186.43,-1,,
2024,2,31057,33214,"Charlotte, NC","San Antonio, TX",1095,347,305.09,AA,0.8199,313.98,NK,0.0158,127.87,-1,,
2024,2,31453,33316,"Houston, TX","Omaha, NE",804,347,260.88,WN,0.4644,219.75,WN,0.4644,219.75,-1,,
2024,2,33214,33195,"San Antonio, TX","Tampa, FL (Metropolitan Area)",972,346,246.05,WN,0.6790,233.07,WN,0.6790,233.07,-1,,
2024,2,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",1471,345,376.64,AA,0.7237,391.30,WN,0.1172,287.56,-1,,
2024,2,30721,33192,"Boston, MA (Metropolitan Area)","Sacramento, CA",2636,344,346.70,WN,0.2407,310.00,B6,0.1636,307.55,-1,,
2024,2,33851,30559,"Oklahoma City, OK","Seattle, WA",1519,343,293.53,AS,0.6101,306.02,AA,0.1000,274.82,-1,,
2024,2,32457,34689,"San Francisco, CA (Metropolitan Area)","Santa Barbara, CA",263,343,197.88,UA,0.6837,210.26,WN,0.3154,171.13,-1,,
2024,2,30994,30693,"Charleston, SC","Nashville, TN",439,342,223.93,WN,0.8105,213.14,WN,0.8105,213.14,-1,,
2024,2,33105,34100,"Cincinnati, OH","Philadelphia, PA",507,342,253.34,AA,0.7893,268.78,F9,0.1242,101.93,-1,,
2024,2,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",1138,342,201.96,WN,0.4873,222.20,G4,0.2930,107.48,-1,,
2024,2,31057,33495,"Charlotte, NC","New Orleans, LA",651,339,273.26,AA,0.8291,284.19,NK,0.0464,121.04,-1,,
2024,2,30194,34570,"Dallas/Fort Worth, TX","Reno, NV",1356,338,303.71,AA,0.6775,325.17,WN,0.2318,265.05,-1,,
2024,2,31638,30559,"Fresno, CA","Seattle, WA",748,338,229.32,AS,0.9086,229.65,UA,0.0472,208.09,-1,,
2024,2,34004,32575,"Everett, WA","Los Angeles, CA (Metropolitan Area)",1008,336,186.69,AS,0.9572,187.26,AA,0.0101,156.29,-1,,
2024,2,30466,31775,"Phoenix, AZ","Sioux Falls, SD",1081,335,146.42,G4,0.7442,97.10,G4,0.7442,97.10,-1,,
2024,2,34100,30198,"Philadelphia, PA","Pittsburgh, PA",268,335,236.70,AA,0.8745,257.57,F9,0.1130,74.28,-1,,
2024,2,31624,31703,"Key West, FL","New York City, NY (Metropolitan Area)",1229,334,302.57,UA,0.5819,301.72,AA,0.2696,276.10,-1,,
2024,2,30325,33667,"Denver, CO","Norfolk, VA (Metropolitan Area)",1553,334,263.57,UA,0.4090,292.34,F9,0.1510,130.10,-1,,
2024,2,31986,30466,"Grand Rapids, MI","Phoenix, AZ",1574,334,257.56,G4,0.3724,159.98,G4,0.3724,159.98,-1,,
2024,2,33105,31504,"Cincinnati, OH","Valparaiso, FL",600,334,115.26,G4,0.9206,98.21,G4,0.9206,98.21,-1,,
2024,2,30977,35412,"Chicago, IL","Knoxville, TN",475,333,234.15,UA,0.5295,246.91,AA,0.4009,219.24,-1,,
2024,2,31423,31703,"Des Moines, IA","New York City, NY (Metropolitan Area)",1071,332,250.92,DL,0.4745,290.24,G4,0.1760,83.13,-1,,
2024,2,30397,31986,"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",640,332,293.91,DL,0.8937,304.41,F9,0.0381,107.12,-1,,
2024,2,31714,30529,"Fort Myers, FL","Hartford, CT",1180,332,200.00,MX,0.3582,160.17,MX,0.3582,160.17,-1,,
2024,2,33342,30693,"Milwaukee, WI","Nashville, TN",475,331,202.33,WN,0.8789,193.58,WN,0.8789,193.58,-1,,
2024,2,33495,33570,"New Orleans, LA","San Diego, CA",1599,331,283.04,WN,0.5658,293.46,UA,0.1671,268.02,-1,,
